Word	AdjectiveOrderID	ComparisonType	Quantifier	IsQualitative	IsClassifying	CommonlyPrecededWithAnd	WorksInAttributivePosition	WorksInPredicativePosition	HasDiminutiveSuffix	IsProper	Compliments	MustUseMoreMost	AdjectiveIntensifierID	howCommon	commonRank	baseForm
amphibious	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.8E-5	32132	mphib
cold	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.012858	815	cold
vertical	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.001922	4606	vertice
Belgravian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	belgravian
ballistocardiographic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ballistocardiograph
pure	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.003571	2878	pure
damp	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.002093	4322	damp
antisophist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sophist
alla prima	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	prima
Aztec	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ztec
archival	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.61E-4	23123	rch
gay	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.00197	4522	gay
ambitionless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mbitionl
slight	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.003183	3162	slight
antelopine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lopine
ascensive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cens
previous	-1	Absolute	--	false	true	null	true	true	false	false		false	1	0.012927	807	prev
wide	-1	Absolute	--	false	true	null	true	true	false	false		false	3	0.012763	822	wide
antifascist	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	fascist
arousable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ar
anticensorious	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	censor
bacciferous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	baccifer
amphoteric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphotere
auxochromic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	uxochrome
premature	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.64E-4	8081	mature
superior	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.002367	3939	superi
addable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	-1.0	-1	add
amphibolitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphibolite
baculitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baculite
attested	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.77E-4	21972	at
agglomerative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gglomerat
Australoid	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	ustraloid
accessory	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	2.3E-4	18850	ccessory
bankrupt	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	7.81E-4	8665	bankrupt
antimechanist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mechanist
anti-European	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	european
austral	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	3.7E-5	49053	ustr
Americanistic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	mericanist
anti-Australian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	australian
organisational	-1	Absolute	--	false	false	null	true	false	false	false		false	-1	0.001091	6899	organisation
bandboxy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bandboxy
depressed	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001722	5004	dep
voluntary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004097	2571	voluntary
asleep	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	0.002595	3680	leep
abandoned	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.003189	3155	bandon
amphithecial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphitheci
antatrophic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tatroph
avengeful	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	venge
surrounding	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.003213	3136	surround
ailurophilic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	urophile
antipapacy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	papacy
all-expense	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ll-expense
profitable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001432	5723	fit
innovative	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001072	6967	novat
antipapist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	papist
apneal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pne
axial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.47E-4	24260	axi
allobaric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bare
instrumental	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.55E-4	7570	stru
revolutionary	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.00256	3720	volutionary
exact	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.002417	3877	exact
indoor	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	9.42E-4	7653	indo
algophagous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lgophag
antisyndication	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	syndicate
afferent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.4E-5	45335	fferent
adiabatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.6E-5	57290	diabate
beetlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	beet
sexual	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.007271	1479	sexu
apterial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pteri
atwitter	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	twit
autonomic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.69E-4	22516	utonome
au fait	-1	Absolute	--	false	false	null	false	true	false	false		true	-1	-1.0	-1	u
antagonisable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tagonis
barbless	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	barbl
barbed	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	3.03E-4	15987	barb
atrial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.8E-5	55472	tri
our	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.099964	97	--
ashake	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	hake
baleful	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.2E-5	31558	bale
artisanal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.0E-5	64266	rtisane
antiexpansion	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	expans
arenicolous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nicol
dark	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.014193	727	dark
precise	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.003043	3270	cise
antispiritual	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	spiritu
aplitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	plite
sensible	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.002895	3390	sensible
areosystyle	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	osystyle
aversive	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	3.8E-5	48789	vers
azoic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	azo
antheral	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	there
anti-Japanese	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	japanese
antiscorbutic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	scorbute
precious	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001894	4663	prec
amassable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mass
anti-Semitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	semite
astucious	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tuc
cool	-1	Absolute	--	true	false	null	true	true	false	false		false	1	0.004178	2519	cool
continued	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.013413	772	ntinu
antireductive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	duct
archducal	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rchduce
albuminoid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lbuminoid
apiarian	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	piarian
amazed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.001064	7005	maz
acetylic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cetyle
massive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004604	2308	mass
prone	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	8.49E-4	8178	prone
altissimo	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ltissimo
architectural	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001313	6086	rchitecture
minimum	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.005301	2024	mum
antediluvian	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.0E-5	65057	diluvian
antibacchic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bacch
mathematical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001328	6048	mathematice
magic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.003358	3025	mage
anesthetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	esthete
Beaux-Arts	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	beaux-art
theoretical	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.003171	3172	theoretice
own	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	0.074855	126	--
sound	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.015301	678	sound
aryballoid	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ryballoid
antipapistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	papist
antitarnishing	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tarn
realistic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001957	4548	alist
aftermost	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ftermost
aeonian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	eonian
argentine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	2.67E-4	17215	rgentine
Alice-in-Wonderland	-1	Absolute	--	false	true	null	true	false	false	true		false	-1	-1.0	-1	in
criminal	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.005382	1993	criminal
sunny	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001048	7094	sunny
Aeschylean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	eschylean
allopolyploid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ploid
curious	-1	Absolute	--	true	true	null	true	true	false	false		true	2	0.00232	3996	cur
proud	-1	Absolute	--	true	false	null	true	true	false	false		false	3	0.003327	3051	proud
asserted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	7.63E-4	8829	sert
like	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.161876	66	like
antimusical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	musice
anacusic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cuse
Baltic	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	balt
antimodernist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	modernist
alethiological	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lethiologice
prolonged	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.00123	6387	long
anthropophagic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thropophage
Adam	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	dam
proposed	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.008832	1225	pos
anticonservative	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	-1.0	-1	nservat
acrocephalous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cephal
anatomical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.42E-4	18310	tomice
beholdable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	behold
concrete	-1	Absolute	--	false	true	null	true	true	false	false		true	-1	0.002846	3431	ncrete
Asiatic	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	iat
aluminous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lumin
autokinetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utokinete
asclepiadaceous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	clepiadace
arpeggioed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rpeggio
Arctogean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rctogean
anoetic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	oet
asynchronous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.47E-4	24324	ynchron
acrodont	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dont
Adriatic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	driat
arteriosclerotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rteriosclerote
anticyclic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cycl
Austrian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	ustrian
arbitrary	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001148	6687	rbitrary
acockbill	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ckbill
achlorhydric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.5E-5	74419	chlorhydr
intent	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.00199	4490	tent
angiocarpous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	giocarp
Athabascan	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	thabascan
African	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	frican
agnate	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gnate
atrioventricular	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	oventricular
magical	-1	Absolute	--	true	true	null	true	true	false	false		true	2	9.01E-4	7883	magice
astute	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	2.6E-4	17567	tute
aggregatory	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ggregatory
assured	-1	Absolute	--	false	true	null	true	true	false	false		false	3	0.002363	3947	sur
appointive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ppoint
Bellerophontic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bellerophont
wild	-1	Absolute	--	true	true	null	true	true	false	false		false	1	0.005818	1847	wild
ammonitoid	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mmonitoid
adjectival	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.1E-5	33494	dject
antigovernmental	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	govern
ameliorable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	meli
numerous	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.003399	2994	numer
Bedouin	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bedouin
beechy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	beechy
your	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.145556	72	--
remote	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.003017	3284	mote
barless	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	barl
antemeridian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	meridian
antirepublican	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	publican
persistent	-1	Absolute	--	true	false	null	true	true	false	false		true	3	0.001324	6060	sistent
accentuable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ccentu
antituberculous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tubercul
organizational	-1	Absolute	--	false	true	null	null	true	false	false		null	-1	9.82E-4	7441	organization
whatsoever	-1	Comparative	--	false	false	null	false	false	false	false		false	-1	0.001021	7235	--
neutral	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.00168	5094	neutr
optional	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001011	7292	option
fashionable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001228	6396	fash
apparent	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.005586	1927	pparent
barytic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	baryte
acock	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cock
a cappella	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	 cappella
autosuggestive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utosug
acatalectic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	catalex
Baconian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	baconian
assimilative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	similat
Bergsonian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bergsonian
humble	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	8.48E-4	8189	humble
airy	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	2.74E-4	16971	iry
antigenic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	3.7E-5	49158	gene
amyatonic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	myatone
independent	-1	Absolute	--	true	true	null	true	true	false	false		true	2	0.011422	932	dependent
yellow	7	Absolute	--	false	false	null	true	true	false	false		true	-1	0.004794	2216	yellow
apocentric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pocentry
Arianistical	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rianistice
alleged	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.003233	3123	lleg
Algonkian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	lgonkian
plausible	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	8.52E-4	8157	plausible
weekly	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.002625	3643	week
antireality	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tire
affianced	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ffianc
antiquarian	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.37E-4	25375	quarian
Austronesian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	ustronesian
acoelous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	coel
adiaphoristic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	diaphorist
archangelical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rchangelice
aerobatic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.7E-5	32314	erobate
arrestable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	8.1E-5	33545	ar
appressed	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ap
attentional	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	4.2E-5	46088	ttention
approximal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pproxime
bawdier	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bawdy
subtle	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001908	4630	tle
blue	7	Absolute	--	false	false	null	true	true	false	false		false	-1	0.011021	972	blue
antirealist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	alist
antlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ant
unprecedented	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.31E-4	7710	precedent
arch	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001019	7248	rch
combined	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.004677	2273	mbin
imperial	-1	Absolute	--	false	false	null	true	false	false	false		false	-1	0.002545	3739	peri
adopted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	0.005701	1881	dopt
novel	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.004369	2427	novel
liberal	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.005844	1838	libere
standard	-1	Absolute	--	false	true	null	true	true	false	false		true	-1	0.013415	770	standard
acceptable	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.003841	2702	ccept
analogistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	logist
correct	-1	Absolute	--	true	true	null	true	true	false	false		true	4	0.007143	1507	rrect
anopisthographic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	opisthograph
autecious	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	utec
aciduric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cidure
azoted	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	zot
deadly	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	8.78E-4	8006	dead
Attic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	att
wise	-1	Absolute	--	true	true	null	true	true	false	false		false	3	0.002318	4002	wise
alethiologic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lethiologe
aminic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mine
antimethodical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	methodice
attestable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	at
Austro-Hungarian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	hungarian
vicious	-1	Absolute	--	true	false	null	true	true	false	false		true	1	9.3E-4	7712	vicious
amphichroic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mphichro
autoecious	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utoec
amusable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mus
enormous	-1	Absolute	--	false	true	null	true	true	false	false		false	4	0.004426	2402	enorm
acetous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cet
anemochorous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	emochor
aeriferous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	erifer
babyish	-1	Absolute	--	true	false	null	true	true	true	false		true	-1	3.4E-5	51040	baby
strange	-1	Absolute	--	true	true	null	true	true	false	false		false	-1	0.006974	1554	strange
akinetic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	kinete
antebellum	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bellum
antifungal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	fung
external	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.005204	2056	extern
andesitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.2E-5	80892	site
antiviral	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.3E-5	60142	vire
apterous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pter
aspirant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.3E-5	45479	pira
Badarian	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	badarian
antireligionist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ligionist
accident-prone	7	Absolute	--	false	false	null	true	true	false	false		false	-1	-1.0	-1	prone
regional	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.008224	1317	gion
young	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.035365	258	young
atrabilious	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	trabil
acesodyne	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cesodyne
medium	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.003623	2844	medium
fatal	-1	Absolute	--	false	true	null	true	true	false	false		false	1	0.001447	5688	fate
augmentable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	aug
antiexpressive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	express
marginal	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002279	4044	marginal
Barbadian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	barbadian
Belgic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	belg
benzoic	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	benzo
anti-Biblical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-biblice
live	-1	Absolute	--	false	true	null	true	true	false	false		false	3	0.01818	560	l
agaze	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	gaze
audacious	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	1.04E-4	29412	udac
bassy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bassy
mobile	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001782	4874	mobile
backstrapped	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	backstrapp
baldish	-1	Absolute	--	null	null	null	null	null	true	false		null	-1	-1.0	-1	bald
Annamese	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	namese
actinian	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	ctinian
