Word,AdjectiveOrderID,ComparisonType,Quantifier,IsQualitative,IsClassifying,CommonlyPrecededWithAnd,WorksInAttributivePosition,WorksInPredicativePosition,HasDiminutiveSuffix,IsProper,Compliments,MustUseMoreMost,AdjectiveIntensifierID
subpetrosal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
arseniuretted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
retail,-1,Absolute,--,false,false,null,null,false,false,false,,null,-1
unrhapsodical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Paracelsic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
nonurgent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Euxine,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
convexo-concave,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
distributable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonentailed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semiandrogenous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
preirrigational,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
neustonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
future,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
phytoclimatologic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
slummiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unbiting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
loamless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
purpose-built,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
booklike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fluoric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncooperating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uptight,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unparched,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-Bohemian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superadaptable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncapillary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unironical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
atonalistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overdogmatical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unwriting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unplacatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Sisyphean,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
Babylonish,-1,Absolute,--,null,null,null,null,null,true,true,,null,-1
carapacial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dirgeful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tabarded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mock,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
postdental,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
surfable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unaborted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dumb,-1,Absolute,--,true,true,null,true,true,false,false,,false,-1
nonassimilative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondeterrent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sultrier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
vitiligoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
whitebelt,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
polycrystalline,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hapless,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
cisatlantic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intermediatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
prebeloved,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncudgelled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bubbleless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Bellonian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
quasi-humble,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unflaming,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
guardant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hermaphrodite,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonspeculative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondefecting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dull,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
sourceless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lacerative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
non-Protestant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncombatable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-Hawaiian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-packed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unblessed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
multicorneal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Sudanese,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
antiscience,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
creakier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
shabbiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
untractable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-interpreted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsuicidal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonactive,-1,Absolute,--,false,true,null,true,true,false,false,,true,-1
pathetic,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
bitable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uranitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lumbosacral,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
self-approved,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
destructible,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
impotent,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
tricentenary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unkneeling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
granulative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
larkish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
palaeobotanic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlush,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eatable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unprovidable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
antievolutionistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsupplantable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
forgettable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unretardable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overclinical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
vegetational,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
vice,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interior-sprung,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fuscous,7,Absolute,--,false,false,null,true,true,false,false,,false,-1
onstage,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undisproved,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untimbered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fruity,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
haematopoiesis,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-dissected,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ravening,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
diffractive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hirundine,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
moir,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mappable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
serene,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
karyogamic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
through,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninhabitable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Hattian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
smokeproof,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-cooking,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dusk,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uneclipsed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unabetted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
wombed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untemperable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inlaid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
chemotropic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
idiomorphic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
open-letter,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
unbalanced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gymnocarpous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonmythical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hypnagogic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
chronogrammatical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dure,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninvocative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
jutelike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
humorful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
congressional,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
unturfed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Occamistic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
diploblastic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonlactescent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unregardant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mono,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
negative,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
quenchless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
solicitous,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
mony,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interunion,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
lavish,-1,Absolute,--,true,false,null,true,true,true,false,,true,-1
geognostic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
princely,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
crissal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
warriorlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
vinegarlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
aglitter,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
Cypriot,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
portless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
rosaceous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
prideful,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
untautological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
homonymous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
acrobatic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
superfit,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
assuming,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unhoned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
isochroous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
precorruptive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unshingled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
thrombolytic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-painted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
iced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonaffiliating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unremitting,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
uncompassable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
completive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anxious,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
undivertible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
down-at-heel,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mopy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nongrammatical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-enriching,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
balmier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
stock-car,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
slick,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
gluiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
Cyprian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
recompensable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbolstered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
booziest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unagreed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
moot,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
rhizomatous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
boskiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unexorcised,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overcaustic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unperforming,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
piacular,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
clypeate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
low-pitched,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mouldier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
reclusive,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
glorious,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
slier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
uncaptained,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
vile,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
mucous membrane,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
chalcedonic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
watercolour,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
euphorbiaceous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
more,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
affinal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
stipitate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subadditive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
astringent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preoral,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unmittened,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ethnologic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-nurtured,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unnetted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondrinkable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
stipellate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dipyramidal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
viny,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
self-interrupting,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
polysyllogistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unconstellated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heliostatic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acclimatisable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fulvous,7,Absolute,--,false,false,null,true,true,false,false,,false,-1
unmeted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
artsy-craftsy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unaccordable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-Freudian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
most,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unplutocratic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondetailed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subalternate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nemertean,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
heritable,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unanalyzing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ratificationist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
transmissive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Handelian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
highfalutin,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungentlemanlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semidomed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
objurgative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
expectorant,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
hyenoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
patient,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
undazzled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
phony,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
untrigonometric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
styracaceous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
delirious,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unlignified,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
natatorial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
honey-sweet,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
affined,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncapacious,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
liniest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
unprized,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
first-mortgage,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncallused,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
errorless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
uneddying,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-manifest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
edificatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mycelial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
forkiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
subparallel,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
trothplight,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unintroducible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmeteorological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbrooded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
awnless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
fibrilliform,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inapprehensive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semisuburban,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
isochronal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pro-Baconian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ideational,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
overdiligent,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
plantable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
untoiling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
debtless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
icky,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tallowy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncoaxable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
scrawliest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
nonconcentric,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
osteophytic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
montane,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
princesslike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
obscurant,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
empty-headed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-crammed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
onerous,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unveritable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
liturgistic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
frontoparietal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
metabolic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unself-centered,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unabated,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
gatelike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anhydrotic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
litten,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
winier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
polyvalent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
amphibolous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
obconical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
monger,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
sugar-cane,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anorthitic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
heliotactic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undispassionate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unreclaimed,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
apical,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
metrorrhagic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sub-Atlantic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonnautical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-set,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
vivo,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
legginged,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superconfused,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonprintable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
articulated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
defervescent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pre-Carboniferous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unextended,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
little,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
confined,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
perpendicular,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
retouchable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
two-cycle,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Alleghenian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
hemotrophic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unperpetrated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
brilliant,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
salaried,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
tonier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
undespoiled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bound,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
anticlergy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
eruditional,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
preradio,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsneaky,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
alimonied,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
undermoated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
wrinkliest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
postcritical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unscalded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
derisible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interlabial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
uncirculating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
halest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
postprophetical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
whelpless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
emulative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
symmetrical,-1,Absolute,--,true,true,null,true,true,false,false,,true,-1
tetrapterous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
polydisperse,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
undesiring,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
coroplastic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
avowable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dodecahedral,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unexacerbated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cleansable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
cataracted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
insipient,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondisrupting,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unempoisoned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsatirical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unintromitted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbrightened,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
abhorrent,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unenigmatical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bluest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
uninducted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungranulated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
triparted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
featherbrained,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
galactoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
triapsidal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
plausive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intercostal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
oversteady,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
stringlike,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
eudiometric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
waggish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
